Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2017-02-16,61.9774,67.0532,61.4845,64.8417,4300606.9346457
2017-02-17,65.2076,66.332,63.8763,64.1481,2605755.8514938
2017-02-20,64.1481,64.8417,63.9475,64.3553,527933.68645995
2017-02-21,64.4601,66.8248,64.4388,66.8248,1095552.9575241
2017-02-22,66.8936,66.9222,64.2587,65.188,1869726.5673639
2017-02-23,65.3821,66.8519,65.1806,66.8519,1245262.6883478
2017-02-24,66.6095,66.8183,65.4099,65.5343,1753145.3537881
2017-02-27,65.4647,66.2836,64.98,65.4304,1003990.9434006
2017-02-28,65.7227,65.9855,65.0971,65.3264,1340703.4966458
2017-03-01,65.5687,68.0653,65.4852,66.5055,1705228.3231082
2017-03-02,66.9149,67.9065,66.006,66.1591,1665349.7758216
2017-03-03,66.0412,67.9621,65.7145,66.6996,1636383.3903579
2017-03-06,66.9222,67.9621,66.589,67.705,1022263.7766625
2017-03-07,67.6494,68.3707,66.9706,68.094,2149276.979129
2017-03-08,67.5454,69.2788,67.5454,68.7245,1105982.7126408
2017-03-09,68.7105,68.7245,67.3373,68.4133,1569875.9928879
2017-03-10,68.4133,69.2444,67.7116,69.002,1591683.2185747
2017-03-13,69.2518,70.6323,68.9954,69.9379,1342542.7485435
2017-03-14,70.042,71.9825,69.418,71.5698,1134205.3368789
2017-03-15,71.5698,73.0224,70.4579,71.7771,1004290.1576867
2017-03-16,71.9825,73.4433,71.9121,72.9225,1122356.4511479
2017-03-17,72.816,75.1414,72.6458,75.0015,3721594.3163352
2017-03-20,74.4102,74.6174,73.4433,74.2408,1167071.2783248
2017-03-21,73.856,74.5134,72.432,72.816,1437692.891535
2017-03-22,70.7363,71.7771,70.3203,70.4939,1766525.7281511
2017-03-23,70.4579,73.2648,70.3891,73.2648,1245238.2626918
2017-03-24,73.1649,73.2295,71.8826,73.2295,941149.83689782
2017-03-27,72.1897,72.2609,69.8004,70.6658,1167433.9993166
2017-03-28,71.0147,71.9473,70.5283,71.9473,567033.05531984
2017-03-29,72.3321,72.852,71.3913,71.9473,927252.85991026
2017-03-30,72.5033,72.5033,71.4626,72.2961,1160858.6127183
2017-03-31,71.9473,72.5376,69.3492,69.3492,1353914.1126995
2017-04-03,71.1203,73.856,71.0842,73.7823,1038389.5947611
2017-04-04,73.6496,75.3781,73.4433,74.4848,1285681.0426323
2017-04-05,73.5464,75.0309,72.8881,72.8881,1444507.6495621
2017-04-06,72.1611,72.5033,71.4273,72.2609,1159101.1867683
2017-04-07,72.3321,72.7801,71.2563,72.0537,977206.99030151
2017-04-10,71.8122,73.2648,71.2923,72.125,814943.69357087
2017-04-11,72.468,74.1368,72.468,73.8192,1203986.9935373
2017-04-12,73.8192,75.0015,73.6865,74.5806,1837746.0559484
2017-04-13,74.8975,76.7357,74.4848,76.3525,1568633.9482797
2017-04-18,76.6292,77.9123,76.5982,77.3269,1855800.2795891
2017-04-19,77.6708,77.9123,77.2189,77.3269,1375626.0783278
2017-04-20,76.974,78.2635,76.974,77.6708,1112777.9301431
2017-04-21,77.7412,78.7778,77.7412,78.4274,1337504.9569912
2017-04-24,78.5052,81.9712,78.5052,81.8238,1452205.395054
2017-04-25,82.0449,83.2158,81.5618,83.2158,1645523.4708373
2017-04-26,83.2158,85.1973,82.2414,84.2966,2243284.0014192
2017-04-27,83.6988,83.8463,80.3049,80.3672,1834205.5571096
2017-04-28,81.1466,81.4119,80.0634,80.445,1096178.2543179
2017-05-02,80.0634,82.2086,80.0634,80.8969,1539063.0278298
2017-05-04,80.8969,83.5024,80.8191,81.6601,1525395.6520087
2017-05-05,80.445,82.3806,80.1649,82.1676,1145045.4430167
2017-05-08,82.7,83.9446,81.5618,83.3632,904236.56425093
2017-05-09,83.9118,83.9446,81.4881,82.1103,1317144.9514231
2017-05-10,81.6928,82.1676,81.1466,81.7911,1277608.3633206
2017-05-11,81.7338,82.4952,78.3332,78.7157,1942985.2161554
2017-05-12,79.5098,79.853,78.4274,79.0578,829337.73265826
2017-05-15,80.2427,80.3049,78.8555,80.3049,764185.95909685
2017-05-16,80.1027,80.1027,75.3781,76.9052,2639398.5288008
2017-05-17,75.799,76.5597,73.7823,73.8192,1801961.2486093
2017-05-18,73.5079,76.0799,73.0224,76.0799,1941982.5429761
2017-05-19,76.2837,76.974,73.9591,76.3223,1607268.0083926
2017-05-22,76.974,77.7723,75.0015,76.9052,1343284.0672034
2017-05-23,76.4901,76.5293,73.5464,73.5464,1614789.8891612
2017-05-24,73.5079,74.1368,72.5033,73.4433,1760767.3797464
2017-05-25,73.7528,75.763,73.6865,75.2454,1470624.7822521
2017-05-26,75.2454,75.2454,72.8881,72.8881,1317938.7852434
2017-05-29,73.1649,74.0263,73.0224,73.4433,479281.44353409
2017-05-30,73.4433,75.1414,72.3674,74.8245,1075238.1394196
2017-05-31,74.8975,75.799,73.6128,73.6128,5100605.7905861
2017-06-01,73.5079,74.1,72.1897,72.5376,1097901.4843495
2017-06-02,73.1649,74.2031,72.5737,73.336,920985.23657779
2017-06-05,73.336,73.4433,71.5698,72.5033,618336.70320572
2017-06-06,72.5033,75.5861,72.0537,74.8975,1222258.6055164
2017-06-07,75.5254,77.4268,75.3118,75.9701,2034139.3218235
2017-06-08,76.6292,78.2243,75.3781,77.3572,1762325.7365999
2017-06-09,77.3572,78.5363,76.8053,77.15,903038.48582358
2017-06-12,77.3874,78.1227,76.4221,76.974,1275543.1741048
2017-06-13,77.0116,77.5333,75.5254,76.8741,1087060.156929
2017-06-14,76.8438,78.7157,76.7668,78.6845,1468071.0799161
2017-06-16,77.7018,79.4402,76.974,79.2298,2790735.0083149
2017-06-19,79.744,81.6601,79.1283,80.7495,888201.12107959
2017-06-20,81.6928,82.3478,81.24,82.1103,1722997.9878563
2017-06-21,81.1073,83.6988,79.9307,83.6661,1545927.8584517
2017-06-22,82.5362,83.183,80.8191,81.7583,1468774.5388092
2017-06-23,81.4119,82.7326,81.2793,81.6601,1975222.196959
2017-06-26,82.5689,83.1176,81.1466,81.1466,745017.92554208
